site,data_status,action_code,datetime,parameter,duration,frequency,value,unit,qc,poc,lat,lon,GISDatum,elev,method_code,mpc,mpc_value,uncertainty,qualifiers
840020900034,0,10,20150707T1200-0900,64101,60,0,745,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150707T0900-0900,64101,60,0,745,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150707T0800-0900,64101,60,0,745,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150707T1000-0900,64101,60,0,745,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150707T0600-0900,64101,60,0,745,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150707T0700-0900,64101,60,0,745,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150707T0500-0900,64101,60,0,744,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150707T0400-0900,64101,60,0,744,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150707T0300-0900,64101,60,0,744,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150707T0200-0900,64101,60,0,744,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150707T0100-0900,64101,60,0,743,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150701T2300-0900,64101,60,0,748,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150701T2200-0900,64101,60,0,749,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150710T0600-0900,64101,60,0,742,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150710T0700-0900,64101,60,0,743,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150710T0500-0900,64101,60,0,743,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150710T0400-0900,64101,60,0,743,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150710T0300-0900,64101,60,0,743,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150710T0200-0900,64101,60,0,743,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150710T0100-0900,64101,60,0,743,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150707T2300-0900,64101,60,0,746,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150707T2200-0900,64101,60,0,746,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150707T0000-0900,64101,60,0,743,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150707T2000-0900,64101,60,0,746,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150707T1900-0900,64101,60,0,746,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150707T2100-0900,64101,60,0,746,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150707T1800-0900,64101,60,0,746,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150707T1700-0900,64101,60,0,746,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150707T1500-0900,64101,60,0,746,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150707T1400-0900,64101,60,0,746,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150710T2300-0900,64101,60,0,740,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150706T1300-0900,64101,60,0,747,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150706T1100-0900,64101,60,0,749,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150706T1200-0900,64101,60,0,748,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150706T0900-0900,64101,60,0,750,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150706T0800-0900,64101,60,0,750,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150706T1000-0900,64101,60,0,749,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150706T0600-0900,64101,60,0,750,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150706T0700-0900,64101,60,0,750,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150706T0500-0900,64101,60,0,751,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150706T0400-0900,64101,60,0,751,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150706T0300-0900,64101,60,0,751,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150706T0200-0900,64101,60,0,751,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150706T0100-0900,64101,60,0,751,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150702T0500-0900,64101,60,0,747,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150702T0400-0900,64101,60,0,747,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150702T0300-0900,64101,60,0,747,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150702T0200-0900,64101,60,0,748,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150702T0100-0900,64101,60,0,748,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150706T2300-0900,64101,60,0,743,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150706T2200-0900,64101,60,0,743,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150706T0000-0900,64101,60,0,751,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150706T2000-0900,64101,60,0,744,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150706T1900-0900,64101,60,0,744,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150706T2100-0900,64101,60,0,743,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150706T1800-0900,64101,60,0,745,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150706T1700-0900,64101,60,0,745,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150706T1500-0900,64101,60,0,746,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150706T1400-0900,64101,60,0,747,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150706T1600-0900,64101,60,0,746,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150702T2000-0900,64101,60,0,750,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150702T1900-0900,64101,60,0,749,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150702T2100-0900,64101,60,0,750,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150702T1800-0900,64101,60,0,749,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150702T1700-0900,64101,60,0,749,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150702T1500-0900,64101,60,0,748,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150702T1400-0900,64101,60,0,748,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150702T1600-0900,64101,60,0,748,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150702T1300-0900,64101,60,0,748,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150702T1100-0900,64101,60,0,748,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150702T1200-0900,64101,60,0,748,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150702T0900-0900,64101,60,0,747,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150702T0800-0900,64101,60,0,747,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150702T1000-0900,64101,60,0,748,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
840020900034,0,10,20150702T0600-0900,64101,60,0,747,016,0,1,64.84569,-147.727413,WGS84,132,014,1,.7,,
